course_id,module_id,module_title,primary_track,tool_id,tool_title,tool_route,tool_type,relationship_type,use_context,practical_exercise_instruction,example_instruction,rationale,related_play_ids,related_play_titles
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,practical_exercise,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,8,AI Project Charter,#/toolkit/8,Planning,practical_exercise,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,1,AI Vision & Principles Workshop,#/toolkit/1,Workshop,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.,1,Vision & Guardrails
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,8,AI Project Charter,#/toolkit/8,Planning,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11.",2; 7; 11,Readiness Assessment; Prioritize Use Cases; Build and Deploy AI Solutions
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,16,Incident Response Checklist,#/toolkit/16,Checklist,practical_exercise,"Use Incident Response Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Incident Response Checklist is relevant because the module addresses security concepts or artifacts connected to Play 3, Play 11, Play 12.",3; 11; 12,Establish AI Governance; Build and Deploy AI Solutions; Execute Governance and Oversight
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,17,Compliance Audit Checklist,#/toolkit/17,Checklist,practical_exercise,"Use Compliance Audit Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Compliance Audit Checklist is relevant because the module addresses compliance concepts or artifacts connected to Play 3, Play 12.",3; 12,Establish AI Governance; Execute Governance and Oversight
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,18,Policy Update & Version Control Log,#/toolkit/18,Log,practical_exercise,"Use Policy Update & Version Control Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Policy Update & Version Control Log is relevant because the module addresses governance concepts or artifacts connected to Play 3, Play 12.",3; 12,Establish AI Governance; Execute Governance and Oversight
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,19,Plain-Language AI Public Notice Template,#/toolkit/19,Template,practical_exercise,"Use Plain-Language AI Public Notice Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Plain-Language AI Public Notice Template is relevant because the module addresses transparency concepts or artifacts connected to Play 3, Play 4, Play 10, Play 12.",3; 4; 10; 12,Establish AI Governance; Engage Stakeholders; Execute Change Management; Execute Governance and Oversight
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,32,Vendor Evaluation Checklist,#/toolkit/32,Checklist,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11.",8; 11,Develop a Funding Strategy; Build and Deploy AI Solutions
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,Checklist,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11.",8; 11,Develop a Funding Strategy; Build and Deploy AI Solutions
