course_id,module_id,module_title,primary_track,primary_play_id,primary_play_title,secondary_play_ids,tool_id,tool_title,tool_route,relationship_type,use_context,rationale
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,1,AI Vision & Principles Workshop,#/toolkit/1,supporting_reference,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,2,Responsible AI Policy Template,#/toolkit/2,supporting_reference,"Use Responsible AI Policy Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Responsible AI Policy Template is relevant because the module addresses governance concepts or artifacts connected to Play 1, Play 3."
OPS 300,ops-300-mlops-and-llmops-for-public-health,MLOps and LLMOps for Public Health,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 13; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
OPS 300,ops-300-mlops-and-llmops-for-public-health,MLOps and LLMOps for Public Health,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 13; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
OPS 300,ops-300-mlops-and-llmops-for-public-health,MLOps and LLMOps for Public Health,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 13; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
OPS 300,ops-300-mlops-and-llmops-for-public-health,MLOps and LLMOps for Public Health,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 13; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
OPS 300,ops-300-mlops-and-llmops-for-public-health,MLOps and LLMOps for Public Health,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 13; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 7; 13,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 7; 13,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 7; 13,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 7; 13,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 7; 13,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
OPS 310,ops-310-measuring-ai-value-performance-and-operational-impact,"Measuring AI Value, Performance, and Operational Impact",Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 7; 13,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
OPS 320,ops-320-operational-monitoring-and-continuous-improvement-for-ai,Operational Monitoring and Continuous Improvement for AI,Operations and Data Quality Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,practical_exercise,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
PMG 200,pmg-200-business-analysis-for-ai-enabled-public-health-systems,Business Analysis for AI-Enabled Public Health Systems,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 7; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 7; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 7; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 7; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 7; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
PMG 210,pmg-210-requirements-writing-for-ai-procurement-and-implementation,Requirements Writing for AI Procurement and Implementation,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 7; 3,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 1; 7,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 1; 7,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 1; 7,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 1; 7,8,AI Project Charter,#/toolkit/8,practical_exercise,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 1; 7,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
PMG 220,pmg-220-ai-project-management-and-implementation-planning,AI Project Management and Implementation Planning,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 1; 7,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
PMG 300,pmg-300-ai-vendor-implementation-management,AI Vendor Implementation Management,Program Management Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
PMG 310,pmg-310-grant-and-funding-management-for-ai-projects,Grant and Funding Management for AI Projects,Program Management Role-Based Track,11,Build and Deploy AI Solutions,2; 3; 1,10,Tiered Data Classification for AI Use,#/toolkit/10,illustrative_example,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,3,Establish AI Governance,12; 11; 8,16,Incident Response Checklist,#/toolkit/16,practical_exercise,"Use Incident Response Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Incident Response Checklist is relevant because the module addresses security concepts or artifacts connected to Play 3, Play 11, Play 12."
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,3,Establish AI Governance,12; 11; 8,17,Compliance Audit Checklist,#/toolkit/17,practical_exercise,"Use Compliance Audit Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Compliance Audit Checklist is relevant because the module addresses compliance concepts or artifacts connected to Play 3, Play 12."
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,3,Establish AI Governance,12; 11; 8,18,Policy Update & Version Control Log,#/toolkit/18,practical_exercise,"Use Policy Update & Version Control Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Policy Update & Version Control Log is relevant because the module addresses governance concepts or artifacts connected to Play 3, Play 12."
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,3,Establish AI Governance,12; 11; 8,19,Plain-Language AI Public Notice Template,#/toolkit/19,practical_exercise,"Use Plain-Language AI Public Notice Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Plain-Language AI Public Notice Template is relevant because the module addresses transparency concepts or artifacts connected to Play 3, Play 4, Play 10, Play 12."
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,3,Establish AI Governance,12; 11; 8,32,Vendor Evaluation Checklist,#/toolkit/32,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
POL 300,pol-300-public-health-ai-policy-landscape-and-regulatory-readiness,Public Health AI Policy Landscape and Regulatory Readiness,Policy Role-Based Track,3,Establish AI Governance,12; 11; 8,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
POL 310,pol-310-ai-policy-development-and-approval-workflow,AI Policy Development and Approval Workflow,Policy Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
POL 310,pol-310-ai-policy-development-and-approval-workflow,AI Policy Development and Approval Workflow,Policy Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
POL 310,pol-310-ai-policy-development-and-approval-workflow,AI Policy Development and Approval Workflow,Policy Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
POL 310,pol-310-ai-policy-development-and-approval-workflow,AI Policy Development and Approval Workflow,Policy Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
POL 310,pol-310-ai-policy-development-and-approval-workflow,AI Policy Development and Approval Workflow,Policy Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
POL 310,pol-310-ai-policy-development-and-approval-workflow,AI Policy Development and Approval Workflow,Policy Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
POL 320,pol-320-ai-authority-liability-and-public-health-decision-making,"AI Authority, Liability, and Public Health Decision-Making",Policy Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
POL 320,pol-320-ai-authority-liability-and-public-health-decision-making,"AI Authority, Liability, and Public Health Decision-Making",Policy Role-Based Track,11,Build and Deploy AI Solutions,1; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
